title,detail,rating,num_review,menu_category,name,price,description,status,img_url
"('Mahal Restaurant',)","Wish you could ask Mahal Restaurant customers what's recommended here? Of the 130 things on the menu at this evening go-to, the Garlic Nan is one of the most-ordered items. • Indian
 • 
Vegetarian
 • 
Asian",4.2,(21),Picked for you,Butter Chicken Breast,$9.99,Cooked in creamy curry sauce to Canadian taste.,In stock,
"('Mahal Restaurant',)","Wish you could ask Mahal Restaurant customers what's recommended here? Of the 130 things on the menu at this evening go-to, the Garlic Nan is one of the most-ordered items. • Indian
 • 
Vegetarian
 • 
Asian",4.2,(21),Picked for you,Dal Makhni,$6.99,Red kidney beans and black lentils cooked in a creamy sauce.,In stock,
"('Mahal Restaurant',)","Wish you could ask Mahal Restaurant customers what's recommended here? Of the 130 things on the menu at this evening go-to, the Garlic Nan is one of the most-ordered items. • Indian
 • 
Vegetarian
 • 
Asian",4.2,(21),Picked for you,Chicken Biryani,$8.99,"Boneless chicken flavoured with mint and fresh herbs, layered with rice and cooked to perfection.",In stock,
"('Mahal Restaurant',)","Wish you could ask Mahal Restaurant customers what's recommended here? Of the 130 things on the menu at this evening go-to, the Garlic Nan is one of the most-ordered items. • Indian
 • 
Vegetarian
 • 
Asian",4.2,(21),Picked for you,Lahori Fish,$8.99,"Fish seasoned with herbs and spices dipped in gram flour, and deep-fried. Served with tamarind sauce and fries.",In stock,
"('Mahal Restaurant',)","Wish you could ask Mahal Restaurant customers what's recommended here? Of the 130 things on the menu at this evening go-to, the Garlic Nan is one of the most-ordered items. • Indian
 • 
Vegetarian
 • 
Asian",4.2,(21),Picked for you,Chicken Tika Masala,$9.99,Boneless BBQ chicken cooked to perfection with exotic herbs.,In stock,
"('Mahal Restaurant',)","Wish you could ask Mahal Restaurant customers what's recommended here? Of the 130 things on the menu at this evening go-to, the Garlic Nan is one of the most-ordered items. • Indian
 • 
Vegetarian
 • 
Asian",4.2,(21),Family Bundles,Combo for Two,$30.99,2 Spring rolls or samosas 1 seekh kebabs masala 1 palak chicken masala 2 tandoori chicken legs 2 tandoori naan or rice 2 salads garden or onion.,In stock,
"('Mahal Restaurant',)","Wish you could ask Mahal Restaurant customers what's recommended here? Of the 130 things on the menu at this evening go-to, the Garlic Nan is one of the most-ordered items. • Indian
 • 
Vegetarian
 • 
Asian",4.2,(21),Family Bundles,Combo for Four,$59.99,Four spring rolls or samosas 4 chicken legs 4 seekh kebabs 2 chicken jalfrezi or butter chicken 4 tandoori naan or rice 4 salads garden or onion.,In stock,
"('Mahal Restaurant',)","Wish you could ask Mahal Restaurant customers what's recommended here? Of the 130 things on the menu at this evening go-to, the Garlic Nan is one of the most-ordered items. • Indian
 • 
Vegetarian
 • 
Asian",4.2,(21),Appetizers,Vegetable Samosa,$2.75,Three crispy turnovers filled with spiced potatoes and peas served with tamarind sauce.,In stock,
"('Mahal Restaurant',)","Wish you could ask Mahal Restaurant customers what's recommended here? Of the 130 things on the menu at this evening go-to, the Garlic Nan is one of the most-ordered items. • Indian
 • 
Vegetarian
 • 
Asian",4.2,(21),Appetizers,Meat Samosa,$3.99,Three crispy turnovers filled with ground meat. Served with tamarind sauce.,In stock,
"('Mahal Restaurant',)","Wish you could ask Mahal Restaurant customers what's recommended here? Of the 130 things on the menu at this evening go-to, the Garlic Nan is one of the most-ordered items. • Indian
 • 
Vegetarian
 • 
Asian",4.2,(21),Appetizers,Samosa Plate,$5.99,"Three veggie samosas served with chickpeas, salad, and raita.",In stock,
"('Mahal Restaurant',)","Wish you could ask Mahal Restaurant customers what's recommended here? Of the 130 things on the menu at this evening go-to, the Garlic Nan is one of the most-ordered items. • Indian
 • 
Vegetarian
 • 
Asian",4.2,(21),Appetizers,Spring Rolls,$2.50,Three crispy rolls filled with veggies. Served with sweet and sour sauce.,In stock,
"('Mahal Restaurant',)","Wish you could ask Mahal Restaurant customers what's recommended here? Of the 130 things on the menu at this evening go-to, the Garlic Nan is one of the most-ordered items. • Indian
 • 
Vegetarian
 • 
Asian",4.2,(21),Appetizers,Veggie Pakora,$4.99,Veggies seasoned with herbs and spices dipped in gram flour and deep-fried. Served with mint sauce.,In stock,
"('Mahal Restaurant',)","Wish you could ask Mahal Restaurant customers what's recommended here? Of the 130 things on the menu at this evening go-to, the Garlic Nan is one of the most-ordered items. • Indian
 • 
Vegetarian
 • 
Asian",4.2,(21),Appetizers,Potato Cutlets,$4.99,Potatoes and veggie patty with herbs and spices. Pan fried and served with mint sauce.,In stock,
"('Mahal Restaurant',)","Wish you could ask Mahal Restaurant customers what's recommended here? Of the 130 things on the menu at this evening go-to, the Garlic Nan is one of the most-ordered items. • Indian
 • 
Vegetarian
 • 
Asian",4.2,(21),Appetizers,Cheese Pakora,$6.99,Homemade cheese dipped in gram flour and spices and deep-fried served with mint sauce.,In stock,
"('Mahal Restaurant',)","Wish you could ask Mahal Restaurant customers what's recommended here? Of the 130 things on the menu at this evening go-to, the Garlic Nan is one of the most-ordered items. • Indian
 • 
Vegetarian
 • 
Asian",4.2,(21),Appetizers,Fish Pakora,$7.99,"Small pcs of fish dipped with herbs and spices, dipped in gram flour and deep-fried. Served with tamarind sauce.",In stock,
"('Mahal Restaurant',)","Wish you could ask Mahal Restaurant customers what's recommended here? Of the 130 things on the menu at this evening go-to, the Garlic Nan is one of the most-ordered items. • Indian
 • 
Vegetarian
 • 
Asian",4.2,(21),Appetizers,Chicken Satay Peanut Butter Sauce,$7.99,"Delicately marinated chicken strips char grilled with ginger, pickle, and peanut butter sauce or sweet chili sauce.",In stock,
"('Mahal Restaurant',)","Wish you could ask Mahal Restaurant customers what's recommended here? Of the 130 things on the menu at this evening go-to, the Garlic Nan is one of the most-ordered items. • Indian
 • 
Vegetarian
 • 
Asian",4.2,(21),Appetizers,Chicken Satay Sweet Chili Sauce,$7.99,"Delicately marinated chicken strips char grilled with ginger, pickle, and peanut butter sauce or sweet chili sauce.",In stock,
"('Mahal Restaurant',)","Wish you could ask Mahal Restaurant customers what's recommended here? Of the 130 things on the menu at this evening go-to, the Garlic Nan is one of the most-ordered items. • Indian
 • 
Vegetarian
 • 
Asian",4.2,(21),Appetizers,Chicken Wings Hot,$6.99,"Laced with herbs and seasonings, batter fried. Served with hot or mild sour sauce.",In stock,
"('Mahal Restaurant',)","Wish you could ask Mahal Restaurant customers what's recommended here? Of the 130 things on the menu at this evening go-to, the Garlic Nan is one of the most-ordered items. • Indian
 • 
Vegetarian
 • 
Asian",4.2,(21),Appetizers,Chicken Wings Mild,$6.99,"Laced with herbs and seasonings, batter fried. Served with hot or mild sour sauce.",In stock,
"('Mahal Restaurant',)","Wish you could ask Mahal Restaurant customers what's recommended here? Of the 130 things on the menu at this evening go-to, the Garlic Nan is one of the most-ordered items. • Indian
 • 
Vegetarian
 • 
Asian",4.2,(21),Appetizers,Shami Kabab,$4.99,"Ground beef patties, seasoned with herbs, served with raita.",In stock,
"('Mahal Restaurant',)","Wish you could ask Mahal Restaurant customers what's recommended here? Of the 130 things on the menu at this evening go-to, the Garlic Nan is one of the most-ordered items. • Indian
 • 
Vegetarian
 • 
Asian",4.2,(21),Appetizers,Aloo Chana Chat,$4.99,"Potatoes, chickpeas, mixed in spices, and topped with yogurt and tamarind sauce.",In stock,
